course_id,course_code,course_name,enrollment_id,enrollment_status,start_date,completion_date,student_id,service_number,first_name,last_name,email,rank,student_status,company_name,contact_number,gender,date_of_birth
21,INT-540,Intelligence Pariatur 1,329,Completed,2025-03-02,2025-05-29,82,SN-2025-7147,Nomalanga,Shabangu,nomalanga.shabangu@mhlophe.info,Recruit,Active,Company Id 33,+27 71 716 5460,Female,2007-02-25
22,INT-17,Intelligence Assumenda 2,330,Completed,2025-05-24,2025-07-27,82,SN-2025-7147,Nomalanga,Shabangu,nomalanga.shabangu@mhlophe.info,Recruit,Active,Company Id 33,+27 71 716 5460,Female,2007-02-25
17,INT-234,Intelligence In 2,331,Completed,2025-01-24,2025-03-28,83,SN-2023-3173,Nomvula,Hlabangane,nomvula.hlabangane@davies.net,Private,Active,Company Saepe 36,+27 82 264 8688,Male,2003-02-07
23,INT-111,Intelligence Est 2,332,Completed,2025-08-27,2025-11-16,83,SN-2023-3173,Nomvula,Hlabangane,nomvula.hlabangane@davies.net,Private,Active,Company Saepe 36,+27 82 264 8688,Male,2003-02-07
16,INT-29,Intelligence Debitis 2,333,Completed,2025-02-02,2025-04-03,83,SN-2023-3173,Nomvula,Hlabangane,nomvula.hlabangane@davies.net,Private,Active,Company Saepe 36,+27 82 264 8688,Male,2003-02-07
12,TAC-960,Tactics Ipsa 3,334,Completed,2025-08-09,2025-10-14,84,SN-2023-8472,Sibusiso,Mahlobo,sibusiso.mahlobo@barlow-turner.biz,Recruit,Active,Company Id 33,+27 63 301 9802,Female,2002-03-07
13,ENG-947,Engineering Quasi 2,335,Completed,2025-12-28,2026-02-26,84,SN-2023-8472,Sibusiso,Mahlobo,sibusiso.mahlobo@barlow-turner.biz,Recruit,Active,Company Id 33,+27 63 301 9802,Female,2002-03-07
2,ENG-406,Engineering Impedit 2,336,Failed,2025-02-12,2025-04-18,84,SN-2023-8472,Sibusiso,Mahlobo,sibusiso.mahlobo@barlow-turner.biz,Recruit,Active,Company Id 33,+27 63 301 9802,Female,2002-03-07
12,TAC-960,Tactics Ipsa 3,337,Completed,2025-10-15,2026-01-04,85,SN-2025-896,Willem,Sithenjwa,willem.sithenjwa@dean.net,Private,Active,Company Architecto 12,+27 82 172 1361,Male,2002-05-16
23,INT-111,Intelligence Est 2,338,Failed,2025-04-21,2025-06-22,85,SN-2025-896,Willem,Sithenjwa,willem.sithenjwa@dean.net,Private,Active,Company Architecto 12,+27 82 172 1361,Male,2002-05-16
8,TAC-839,Tactics Magni 2,339,Completed,2025-04-27,2025-07-20,85,SN-2025-896,Willem,Sithenjwa,willem.sithenjwa@dean.net,Private,Active,Company Architecto 12,+27 82 172 1361,Male,2002-05-16
21,INT-540,Intelligence Pariatur 1,340,Completed,2025-08-05,2025-10-03,85,SN-2025-896,Willem,Sithenjwa,willem.sithenjwa@dean.net,Private,Active,Company Architecto 12,+27 82 172 1361,Male,2002-05-16
14,INT-386,Intelligence Consequatur 5,341,Completed,2025-12-23,2026-02-02,85,SN-2025-896,Willem,Sithenjwa,willem.sithenjwa@dean.net,Private,Active,Company Architecto 12,+27 82 172 1361,Male,2002-05-16
19,WEA-297,Weapons Doloremque 4,342,Completed,2025-07-06,2025-08-26,86,SN-2024-9706,Mitchell,Khumalo,mitchell.khumalo@clark.com,Recruit,Active,Company Sunt 93,+27 61 442 1495,Female,2003-01-15
10,TAC-354,Tactics Qui 4,343,Failed,2025-11-12,2026-01-19,86,SN-2024-9706,Mitchell,Khumalo,mitchell.khumalo@clark.com,Recruit,Active,Company Sunt 93,+27 61 442 1495,Female,2003-01-15
25,LEA-987,Leadership Corporis 2,344,Completed,2025-06-08,2025-08-05,86,SN-2024-9706,Mitchell,Khumalo,mitchell.khumalo@clark.com,Recruit,Active,Company Sunt 93,+27 61 442 1495,Female,2003-01-15
8,TAC-839,Tactics Magni 2,345,Failed,2025-03-20,2025-05-19,87,SN-2024-2715,Thabo,Patel,thabo.patel@edwards.info,Recruit,Active,Company Architecto 12,+27 60 383 9619,Male,2003-04-02
2,ENG-406,Engineering Impedit 2,346,Completed,2025-03-19,2025-05-17,87,SN-2024-2715,Thabo,Patel,thabo.patel@edwards.info,Recruit,Active,Company Architecto 12,+27 60 383 9619,Male,2003-04-02
21,INT-540,Intelligence Pariatur 1,347,Completed,2025-10-24,2026-01-05,87,SN-2024-2715,Thabo,Patel,thabo.patel@edwards.info,Recruit,Active,Company Architecto 12,+27 60 383 9619,Male,2003-04-02
8,TAC-839,Tactics Magni 2,348,Failed,2025-02-21,2025-04-29,88,SN-2022-4141,Nyasha,Patel,nyasha.patel@bartlett.org,Recruit,Active,Company Id 33,+27 71 572 5590,Male,2002-05-18
17,INT-234,Intelligence In 2,349,Completed,2025-03-30,2025-06-02,88,SN-2022-4141,Nyasha,Patel,nyasha.patel@bartlett.org,Recruit,Active,Company Id 33,+27 71 572 5590,Male,2002-05-18
1,INT-179,Intelligence Occaecati 4,350,Failed,2025-03-06,2025-05-13,88,SN-2022-4141,Nyasha,Patel,nyasha.patel@bartlett.org,Recruit,Active,Company Id 33,+27 71 572 5590,Male,2002-05-18
20,ENG-258,Engineering Deleniti 5,351,Completed,2025-12-23,2026-02-06,88,SN-2022-4141,Nyasha,Patel,nyasha.patel@bartlett.org,Recruit,Active,Company Id 33,+27 71 572 5590,Male,2002-05-18
17,INT-234,Intelligence In 2,352,Completed,2025-09-10,2025-11-14,89,SN-2024-5185,Nkazimulo,Hodgson,nkazimulo.hodgson@gagashe.com,Private,Active,Company Adipisci 10,+27 60 679 2928,Male,1997-10-28
12,TAC-960,Tactics Ipsa 3,353,Completed,2025-12-27,2026-02-09,89,SN-2024-5185,Nkazimulo,Hodgson,nkazimulo.hodgson@gagashe.com,Private,Active,Company Adipisci 10,+27 60 679 2928,Male,1997-10-28
13,ENG-947,Engineering Quasi 2,354,Completed,2025-01-16,2025-03-08,89,SN-2024-5185,Nkazimulo,Hodgson,nkazimulo.hodgson@gagashe.com,Private,Active,Company Adipisci 10,+27 60 679 2928,Male,1997-10-28
24,TAC-593,Tactics Eligendi 4,355,Failed,2025-09-07,2025-10-31,90,SN-2021-9190,John,Mlaba,john.mlaba@phathwayo.com,Private,Active,Company Architecto 12,+27 82 799 9507,Female,2002-09-04
25,LEA-987,Leadership Corporis 2,356,Failed,2025-11-19,2025-12-28,90,SN-2021-9190,John,Mlaba,john.mlaba@phathwayo.com,Private,Active,Company Architecto 12,+27 82 799 9507,Female,2002-09-04
4,TAC-784,Tactics Harum 4,357,Completed,2025-04-13,2025-06-26,90,SN-2021-9190,John,Mlaba,john.mlaba@phathwayo.com,Private,Active,Company Architecto 12,+27 82 799 9507,Female,2002-09-04
13,ENG-947,Engineering Quasi 2,358,Completed,2025-08-01,2025-09-03,91,SN-2020-2941,Melissa,Wong,melissa.wong@warren.info,Private,Active,Company Architecto 12,+27 79 489 1944,Female,2001-02-24
10,TAC-354,Tactics Qui 4,359,Completed,2025-08-01,2025-09-04,91,SN-2020-2941,Melissa,Wong,melissa.wong@warren.info,Private,Active,Company Architecto 12,+27 79 489 1944,Female,2001-02-24
19,WEA-297,Weapons Doloremque 4,360,Failed,2025-03-08,2025-05-29,91,SN-2020-2941,Melissa,Wong,melissa.wong@warren.info,Private,Active,Company Architecto 12,+27 79 489 1944,Female,2001-02-24
27,TAC-105,Tactics Odio 3,361,Completed,2025-07-26,2025-10-18,92,SN-2023-9795,Nicola,Wells,nicola.wells@holland.com,Cadet,Active,Company Id 33,+27 72 999 9609,Female,2005-01-25
22,INT-17,Intelligence Assumenda 2,362,Completed,2025-03-02,2025-04-24,92,SN-2023-9795,Nicola,Wells,nicola.wells@holland.com,Cadet,Active,Company Id 33,+27 72 999 9609,Female,2005-01-25
8,TAC-839,Tactics Magni 2,363,Failed,2025-05-18,2025-08-14,92,SN-2023-9795,Nicola,Wells,nicola.wells@holland.com,Cadet,Active,Company Id 33,+27 72 999 9609,Female,2005-01-25
21,INT-540,Intelligence Pariatur 1,364,Completed,2025-12-05,2026-01-19,92,SN-2023-9795,Nicola,Wells,nicola.wells@holland.com,Cadet,Active,Company Id 33,+27 72 999 9609,Female,2005-01-25
4,TAC-784,Tactics Harum 4,365,Completed,2025-07-13,2025-08-22,92,SN-2023-9795,Nicola,Wells,nicola.wells@holland.com,Cadet,Active,Company Id 33,+27 72 999 9609,Female,2005-01-25
26,WEA-874,Weapons Odit 3,366,Failed,2025-11-15,2026-01-05,93,SN-2025-9022,Kyle,Hadebe,kyle.hadebe@mckenzie-lees.com,Private,Active,Company Architecto 12,+27 60 466 4936,Female,1995-07-29
24,TAC-593,Tactics Eligendi 4,367,Completed,2025-10-14,2025-11-21,93,SN-2025-9022,Kyle,Hadebe,kyle.hadebe@mckenzie-lees.com,Private,Active,Company Architecto 12,+27 60 466 4936,Female,1995-07-29
27,TAC-105,Tactics Odio 3,368,Failed,2025-03-08,2025-04-24,93,SN-2025-9022,Kyle,Hadebe,kyle.hadebe@mckenzie-lees.com,Private,Active,Company Architecto 12,+27 60 466 4936,Female,1995-07-29
22,INT-17,Intelligence Assumenda 2,369,Completed,2025-03-09,2025-04-18,93,SN-2025-9022,Kyle,Hadebe,kyle.hadebe@mckenzie-lees.com,Private,Active,Company Architecto 12,+27 60 466 4936,Female,1995-07-29
11,INT-616,Intelligence Laboriosam 4,370,Failed,2025-05-03,2025-07-10,93,SN-2025-9022,Kyle,Hadebe,kyle.hadebe@mckenzie-lees.com,Private,Active,Company Architecto 12,+27 60 466 4936,Female,1995-07-29
6,INT-623,Intelligence Unde 1,371,Failed,2025-07-26,2025-09-11,94,SN-2025-2458,Zanele,Sengwayo,zanele.sengwayo@thompson.biz,Cadet,Active,Company Adipisci 10,+27 84 176 5838,Male,2003-05-02
1,INT-179,Intelligence Occaecati 4,372,Completed,2025-06-14,2025-09-08,94,SN-2025-2458,Zanele,Sengwayo,zanele.sengwayo@thompson.biz,Cadet,Active,Company Adipisci 10,+27 84 176 5838,Male,2003-05-02
21,INT-540,Intelligence Pariatur 1,373,Failed,2025-08-20,2025-11-15,94,SN-2025-2458,Zanele,Sengwayo,zanele.sengwayo@thompson.biz,Cadet,Active,Company Adipisci 10,+27 84 176 5838,Male,2003-05-02
3,TAC-160,Tactics Reprehenderit 4,374,Failed,2025-07-29,2025-09-04,95,SN-2020-1599,Ben,Pillay,ben.pillay@obrien.net,Private,Active,Company Id 33,+27 81 579 2381,Male,2000-08-16
14,INT-386,Intelligence Consequatur 5,375,Failed,2025-09-20,2025-11-14,95,SN-2020-1599,Ben,Pillay,ben.pillay@obrien.net,Private,Active,Company Id 33,+27 81 579 2381,Male,2000-08-16
4,TAC-784,Tactics Harum 4,376,Completed,2025-09-27,2025-12-03,95,SN-2020-1599,Ben,Pillay,ben.pillay@obrien.net,Private,Active,Company Id 33,+27 81 579 2381,Male,2000-08-16
4,TAC-784,Tactics Harum 4,377,Failed,2025-05-16,2025-08-08,96,SN-2024-7129,Harry,Duze,harry.duze@chapman-osborne.com,Cadet,Active,Company Id 33,+27 74 236 8276,Male,1996-11-02
29,ENG-19,Engineering Similique 1,378,Completed,2025-10-17,2025-11-19,96,SN-2024-7129,Harry,Duze,harry.duze@chapman-osborne.com,Cadet,Active,Company Id 33,+27 74 236 8276,Male,1996-11-02
1,INT-179,Intelligence Occaecati 4,379,Completed,2025-12-17,2026-03-05,96,SN-2024-7129,Harry,Duze,harry.duze@chapman-osborne.com,Cadet,Active,Company Id 33,+27 74 236 8276,Male,1996-11-02
28,TAC-550,Tactics Cumque 1,380,Failed,2025-06-28,2025-09-25,97,SN-2024-5935,Zanele,Newman,zanele.newman@mhlangu-dlebenkomo.org,Recruit,Active,Company Adipisci 10,+27 71 285 9951,Male,2002-03-20
11,INT-616,Intelligence Laboriosam 4,381,Failed,2025-12-16,2026-03-01,97,SN-2024-5935,Zanele,Newman,zanele.newman@mhlangu-dlebenkomo.org,Recruit,Active,Company Adipisci 10,+27 71 285 9951,Male,2002-03-20
4,TAC-784,Tactics Harum 4,382,Completed,2025-07-03,2025-08-21,97,SN-2024-5935,Zanele,Newman,zanele.newman@mhlangu-dlebenkomo.org,Recruit,Active,Company Adipisci 10,+27 71 285 9951,Male,2002-03-20
8,TAC-839,Tactics Magni 2,383,Completed,2025-12-02,2026-01-16,97,SN-2024-5935,Zanele,Newman,zanele.newman@mhlangu-dlebenkomo.org,Recruit,Active,Company Adipisci 10,+27 71 285 9951,Male,2002-03-20
19,WEA-297,Weapons Doloremque 4,384,Failed,2025-09-10,2025-12-03,97,SN-2024-5935,Zanele,Newman,zanele.newman@mhlangu-dlebenkomo.org,Recruit,Active,Company Adipisci 10,+27 71 285 9951,Male,2002-03-20
19,WEA-297,Weapons Doloremque 4,385,Completed,2025-12-03,2026-02-27,98,SN-2023-1197,Terry,Ngonini,terry.ngonini@gibson-williams.net,Recruit,Active,Company Adipisci 10,+27 73 941 2619,Male,2001-10-01
23,INT-111,Intelligence Est 2,386,Completed,2025-01-14,2025-04-10,98,SN-2023-1197,Terry,Ngonini,terry.ngonini@gibson-williams.net,Recruit,Active,Company Adipisci 10,+27 73 941 2619,Male,2001-10-01
7,TAC-12,Tactics Cumque 1,387,Completed,2025-02-13,2025-03-17,98,SN-2023-1197,Terry,Ngonini,terry.ngonini@gibson-williams.net,Recruit,Active,Company Adipisci 10,+27 73 941 2619,Male,2001-10-01
15,LEA-49,Leadership Neque 4,388,Failed,2025-01-25,2025-03-26,99,SN-2021-8689,Noxolo,Crawford,noxolo.crawford@nhlabathi-mabhodla.com,Recruit,Active,Company Id 33,+27 79 492 2906,Male,1997-05-26
20,ENG-258,Engineering Deleniti 5,389,Failed,2025-04-19,2025-07-02,99,SN-2021-8689,Noxolo,Crawford,noxolo.crawford@nhlabathi-mabhodla.com,Recruit,Active,Company Id 33,+27 79 492 2906,Male,1997-05-26
24,TAC-593,Tactics Eligendi 4,390,Completed,2025-01-25,2025-04-08,99,SN-2021-8689,Noxolo,Crawford,noxolo.crawford@nhlabathi-mabhodla.com,Recruit,Active,Company Id 33,+27 79 492 2906,Male,1997-05-26
26,WEA-874,Weapons Odit 3,391,Failed,2025-11-12,2025-12-25,99,SN-2021-8689,Noxolo,Crawford,noxolo.crawford@nhlabathi-mabhodla.com,Recruit,Active,Company Id 33,+27 79 492 2906,Male,1997-05-26
9,ENG-738,Engineering Magnam 1,392,Completed,2026-01-04,2026-03-25,99,SN-2021-8689,Noxolo,Crawford,noxolo.crawford@nhlabathi-mabhodla.com,Recruit,Active,Company Id 33,+27 79 492 2906,Male,1997-05-26
13,ENG-947,Engineering Quasi 2,393,Failed,2025-12-08,2026-02-07,100,SN-2022-817,Lwandile,Ncongwane,lwandile.ncongwane@francis-gibbs.com,Private,Active,Company Architecto 12,+27 84 542 5852,Male,1996-10-09
2,ENG-406,Engineering Impedit 2,394,Completed,2025-06-22,2025-09-07,100,SN-2022-817,Lwandile,Ncongwane,lwandile.ncongwane@francis-gibbs.com,Private,Active,Company Architecto 12,+27 84 542 5852,Male,1996-10-09
14,INT-386,Intelligence Consequatur 5,395,Completed,2025-06-23,2025-07-25,100,SN-2022-817,Lwandile,Ncongwane,lwandile.ncongwane@francis-gibbs.com,Private,Active,Company Architecto 12,+27 84 542 5852,Male,1996-10-09
28,TAC-550,Tactics Cumque 1,396,Completed,2025-10-11,2025-12-14,100,SN-2022-817,Lwandile,Ncongwane,lwandile.ncongwane@francis-gibbs.com,Private,Active,Company Architecto 12,+27 84 542 5852,Male,1996-10-09
9,ENG-738,Engineering Magnam 1,397,Completed,2025-02-24,2025-04-05,100,SN-2022-817,Lwandile,Ncongwane,lwandile.ncongwane@francis-gibbs.com,Private,Active,Company Architecto 12,+27 84 542 5852,Male,1996-10-09
2,ENG-406,Engineering Impedit 2,398,Completed,2025-03-23,2025-05-06,101,SN-2022-8455,Minenhle,Mveni,minenhle.mveni@dlodlo.net,Private,Active,Company Sunt 93,+27 62 854 6151,Male,1996-11-07
21,INT-540,Intelligence Pariatur 1,399,Completed,2025-10-16,2025-11-29,101,SN-2022-8455,Minenhle,Mveni,minenhle.mveni@dlodlo.net,Private,Active,Company Sunt 93,+27 62 854 6151,Male,1996-11-07
3,TAC-160,Tactics Reprehenderit 4,400,Completed,2025-08-07,2025-09-25,101,SN-2022-8455,Minenhle,Mveni,minenhle.mveni@dlodlo.net,Private,Active,Company Sunt 93,+27 62 854 6151,Male,1996-11-07
26,WEA-874,Weapons Odit 3,401,Completed,2025-08-09,2025-09-29,101,SN-2022-8455,Minenhle,Mveni,minenhle.mveni@dlodlo.net,Private,Active,Company Sunt 93,+27 62 854 6151,Male,1996-11-07
25,LEA-987,Leadership Corporis 2,402,Completed,2025-03-14,2025-05-20,102,SN-2025-7654,Bongani,Njapha,bongani.njapha@mvuyana.net,Private,Active,Company Saepe 36,+27 71 873 6323,Female,2004-05-06
9,ENG-738,Engineering Magnam 1,403,Failed,2025-06-12,2025-09-02,102,SN-2025-7654,Bongani,Njapha,bongani.njapha@mvuyana.net,Private,Active,Company Saepe 36,+27 71 873 6323,Female,2004-05-06
27,TAC-105,Tactics Odio 3,404,Completed,2025-12-19,2026-01-21,102,SN-2025-7654,Bongani,Njapha,bongani.njapha@mvuyana.net,Private,Active,Company Saepe 36,+27 71 873 6323,Female,2004-05-06
30,ENG-671,Engineering Eum 4,405,Failed,2025-08-13,2025-09-21,102,SN-2025-7654,Bongani,Njapha,bongani.njapha@mvuyana.net,Private,Active,Company Saepe 36,+27 71 873 6323,Female,2004-05-06
14,INT-386,Intelligence Consequatur 5,406,Completed,2025-11-20,2026-01-02,102,SN-2025-7654,Bongani,Njapha,bongani.njapha@mvuyana.net,Private,Active,Company Saepe 36,+27 71 873 6323,Female,2004-05-06
17,INT-234,Intelligence In 2,407,Failed,2025-06-05,2025-08-18,103,SN-2022-9970,Tinashe,Dlamini,tinashe.dlamini@kerr-talbot.com,Recruit,Active,Company Id 33,+27 71 336 2846,Female,2003-08-01
29,ENG-19,Engineering Similique 1,408,Completed,2025-11-07,2026-01-13,103,SN-2022-9970,Tinashe,Dlamini,tinashe.dlamini@kerr-talbot.com,Recruit,Active,Company Id 33,+27 71 336 2846,Female,2003-08-01
28,TAC-550,Tactics Cumque 1,409,Completed,2025-06-29,2025-08-30,103,SN-2022-9970,Tinashe,Dlamini,tinashe.dlamini@kerr-talbot.com,Recruit,Active,Company Id 33,+27 71 336 2846,Female,2003-08-01
22,INT-17,Intelligence Assumenda 2,410,Completed,2025-05-20,2025-07-03,103,SN-2022-9970,Tinashe,Dlamini,tinashe.dlamini@kerr-talbot.com,Recruit,Active,Company Id 33,+27 71 336 2846,Female,2003-08-01
9,ENG-738,Engineering Magnam 1,411,Failed,2025-12-14,2026-03-09,103,SN-2022-9970,Tinashe,Dlamini,tinashe.dlamini@kerr-talbot.com,Recruit,Active,Company Id 33,+27 71 336 2846,Female,2003-08-01
8,TAC-839,Tactics Magni 2,412,Failed,2025-09-11,2025-10-19,104,SN-2025-9166,Nomathemba,Nomndayi,nomathemba.nomndayi@smith-wilson.org,Recruit,Active,Company Saepe 36,+27 71 525 4979,Female,2007-11-18
21,INT-540,Intelligence Pariatur 1,413,Failed,2025-02-22,2025-05-15,104,SN-2025-9166,Nomathemba,Nomndayi,nomathemba.nomndayi@smith-wilson.org,Recruit,Active,Company Saepe 36,+27 71 525 4979,Female,2007-11-18
19,WEA-297,Weapons Doloremque 4,414,Completed,2025-08-15,2025-09-21,104,SN-2025-9166,Nomathemba,Nomndayi,nomathemba.nomndayi@smith-wilson.org,Recruit,Active,Company Saepe 36,+27 71 525 4979,Female,2007-11-18
13,ENG-947,Engineering Quasi 2,415,Failed,2025-12-30,2026-03-29,104,SN-2025-9166,Nomathemba,Nomndayi,nomathemba.nomndayi@smith-wilson.org,Recruit,Active,Company Saepe 36,+27 71 525 4979,Female,2007-11-18
4,TAC-784,Tactics Harum 4,416,Completed,2025-07-30,2025-09-16,105,SN-2020-9159,Elliot,Van der Merwe,elliot.van der merwe@shaw.com,Cadet,Active,Company Id 33,+27 72 935 9340,Male,2007-07-07
8,TAC-839,Tactics Magni 2,417,Failed,2025-08-25,2025-11-08,105,SN-2020-9159,Elliot,Van der Merwe,elliot.van der merwe@shaw.com,Cadet,Active,Company Id 33,+27 72 935 9340,Male,2007-07-07
11,INT-616,Intelligence Laboriosam 4,418,Completed,2025-09-12,2025-10-23,105,SN-2020-9159,Elliot,Van der Merwe,elliot.van der merwe@shaw.com,Cadet,Active,Company Id 33,+27 72 935 9340,Male,2007-07-07
28,TAC-550,Tactics Cumque 1,419,Completed,2025-11-09,2026-01-03,106,SN-2023-2353,Laura,Khwane,laura.khwane@nsele.net,Recruit,Active,Company Sunt 93,+27 76 120 1807,Female,2000-08-16
12,TAC-960,Tactics Ipsa 3,420,Completed,2025-12-15,2026-02-02,106,SN-2023-2353,Laura,Khwane,laura.khwane@nsele.net,Recruit,Active,Company Sunt 93,+27 76 120 1807,Female,2000-08-16
14,INT-386,Intelligence Consequatur 5,421,Completed,2025-06-03,2025-08-21,106,SN-2023-2353,Laura,Khwane,laura.khwane@nsele.net,Recruit,Active,Company Sunt 93,+27 76 120 1807,Female,2000-08-16
17,INT-234,Intelligence In 2,422,Completed,2025-05-17,2025-07-17,107,SN-2025-9192,Nicole,Nkosi,nicole.nkosi@mistry.com,Cadet,Active,Company Adipisci 10,+27 78 292 8593,Female,1998-04-29
19,WEA-297,Weapons Doloremque 4,423,Failed,2025-10-26,2025-12-13,107,SN-2025-9192,Nicole,Nkosi,nicole.nkosi@mistry.com,Cadet,Active,Company Adipisci 10,+27 78 292 8593,Female,1998-04-29
30,ENG-671,Engineering Eum 4,424,Completed,2025-12-12,2026-02-05,107,SN-2025-9192,Nicole,Nkosi,nicole.nkosi@mistry.com,Cadet,Active,Company Adipisci 10,+27 78 292 8593,Female,1998-04-29
21,INT-540,Intelligence Pariatur 1,425,Completed,2025-11-20,2026-02-08,107,SN-2025-9192,Nicole,Nkosi,nicole.nkosi@mistry.com,Cadet,Active,Company Adipisci 10,+27 78 292 8593,Female,1998-04-29
28,TAC-550,Tactics Cumque 1,426,Completed,2025-03-15,2025-04-23,108,SN-2023-6962,Lauren,Moyo,lauren.moyo@ntsele-bele.com,Recruit,Active,Company Saepe 36,+27 72 734 1584,Female,2003-07-20
16,INT-29,Intelligence Debitis 2,427,Completed,2025-06-02,2025-07-06,108,SN-2023-6962,Lauren,Moyo,lauren.moyo@ntsele-bele.com,Recruit,Active,Company Saepe 36,+27 72 734 1584,Female,2003-07-20
12,TAC-960,Tactics Ipsa 3,428,Completed,2025-06-30,2025-09-28,108,SN-2023-6962,Lauren,Moyo,lauren.moyo@ntsele-bele.com,Recruit,Active,Company Saepe 36,+27 72 734 1584,Female,2003-07-20
14,INT-386,Intelligence Consequatur 5,429,Completed,2025-12-30,2026-03-22,108,SN-2023-6962,Lauren,Moyo,lauren.moyo@ntsele-bele.com,Recruit,Active,Company Saepe 36,+27 72 734 1584,Female,2003-07-20
18,ENG-849,Engineering Natus 3,430,Completed,2026-01-08,2026-02-09,109,SN-2022-502,Dumisani,Kaur,dumisani.kaur@gwanyana.com,Cadet,Active,Company Saepe 36,+27 63 517 1233,Female,1995-03-26
8,TAC-839,Tactics Magni 2,431,Completed,2025-09-03,2025-11-01,109,SN-2022-502,Dumisani,Kaur,dumisani.kaur@gwanyana.com,Cadet,Active,Company Saepe 36,+27 63 517 1233,Female,1995-03-26
3,TAC-160,Tactics Reprehenderit 4,432,Completed,2025-02-10,2025-03-27,109,SN-2022-502,Dumisani,Kaur,dumisani.kaur@gwanyana.com,Cadet,Active,Company Saepe 36,+27 63 517 1233,Female,1995-03-26
5,LEA-358,Leadership Corrupti 3,433,Completed,2025-02-21,2025-03-24,109,SN-2022-502,Dumisani,Kaur,dumisani.kaur@gwanyana.com,Cadet,Active,Company Saepe 36,+27 63 517 1233,Female,1995-03-26
13,ENG-947,Engineering Quasi 2,434,Completed,2025-06-17,2025-08-11,109,SN-2022-502,Dumisani,Kaur,dumisani.kaur@gwanyana.com,Cadet,Active,Company Saepe 36,+27 63 517 1233,Female,1995-03-26
22,INT-17,Intelligence Assumenda 2,435,Completed,2025-12-06,2026-02-13,110,SN-2020-1118,Janice,Vumisa,janice.vumisa@anderson.co.uk,Private,Active,Company Sunt 93,+27 61 539 2766,Female,1999-10-31
17,INT-234,Intelligence In 2,436,Failed,2025-05-30,2025-07-22,110,SN-2020-1118,Janice,Vumisa,janice.vumisa@anderson.co.uk,Private,Active,Company Sunt 93,+27 61 539 2766,Female,1999-10-31
2,ENG-406,Engineering Impedit 2,437,Completed,2025-03-01,2025-04-05,110,SN-2020-1118,Janice,Vumisa,janice.vumisa@anderson.co.uk,Private,Active,Company Sunt 93,+27 61 539 2766,Female,1999-10-31
21,INT-540,Intelligence Pariatur 1,438,Completed,2025-04-20,2025-06-26,110,SN-2020-1118,Janice,Vumisa,janice.vumisa@anderson.co.uk,Private,Active,Company Sunt 93,+27 61 539 2766,Female,1999-10-31
30,ENG-671,Engineering Eum 4,439,Completed,2025-08-09,2025-09-21,110,SN-2020-1118,Janice,Vumisa,janice.vumisa@anderson.co.uk,Private,Active,Company Sunt 93,+27 61 539 2766,Female,1999-10-31
22,INT-17,Intelligence Assumenda 2,440,Failed,2025-09-24,2025-11-04,111,SN-2025-6665,Willem,Smith,willem.smith@nxumalo.info,Recruit,Active,Company Architecto 12,+27 63 374 3412,Male,1998-08-17
20,ENG-258,Engineering Deleniti 5,441,Completed,2026-01-08,2026-03-21,111,SN-2025-6665,Willem,Smith,willem.smith@nxumalo.info,Recruit,Active,Company Architecto 12,+27 63 374 3412,Male,1998-08-17
16,INT-29,Intelligence Debitis 2,442,Completed,2025-12-25,2026-03-07,111,SN-2025-6665,Willem,Smith,willem.smith@nxumalo.info,Recruit,Active,Company Architecto 12,+27 63 374 3412,Male,1998-08-17
14,INT-386,Intelligence Consequatur 5,443,Completed,2025-03-27,2025-05-25,112,SN-2022-7656,Joel,Bray,joel.bray@mavundla.biz,Recruit,Active,Company Sunt 93,+27 76 921 9122,Male,1999-10-04
20,ENG-258,Engineering Deleniti 5,444,Failed,2025-12-09,2026-02-25,112,SN-2022-7656,Joel,Bray,joel.bray@mavundla.biz,Recruit,Active,Company Sunt 93,+27 76 921 9122,Male,1999-10-04
28,TAC-550,Tactics Cumque 1,445,Completed,2025-09-05,2025-11-04,112,SN-2022-7656,Joel,Bray,joel.bray@mavundla.biz,Recruit,Active,Company Sunt 93,+27 76 921 9122,Male,1999-10-04
12,TAC-960,Tactics Ipsa 3,446,Failed,2025-01-31,2025-04-10,113,SN-2021-9982,Thandeka,Ndawonde,thandeka.ndawonde@bell-chandler.co.uk,Recruit,Active,Company Id 33,+27 73 896 5757,Female,2004-05-12
8,TAC-839,Tactics Magni 2,447,Completed,2025-07-08,2025-08-17,113,SN-2021-9982,Thandeka,Ndawonde,thandeka.ndawonde@bell-chandler.co.uk,Recruit,Active,Company Id 33,+27 73 896 5757,Female,2004-05-12
25,LEA-987,Leadership Corporis 2,448,Failed,2025-04-27,2025-07-01,113,SN-2021-9982,Thandeka,Ndawonde,thandeka.ndawonde@bell-chandler.co.uk,Recruit,Active,Company Id 33,+27 73 896 5757,Female,2004-05-12
9,ENG-738,Engineering Magnam 1,449,Completed,2025-06-02,2025-07-23,113,SN-2021-9982,Thandeka,Ndawonde,thandeka.ndawonde@bell-chandler.co.uk,Recruit,Active,Company Id 33,+27 73 896 5757,Female,2004-05-12
2,ENG-406,Engineering Impedit 2,450,Failed,2025-07-22,2025-10-18,114,SN-2022-4791,Gerard,Ashton,gerard.ashton@cebisa-mhlangu.net,Recruit,Active,Company Sunt 93,+27 76 652 3198,Male,2002-02-17
